region,area_type,total_population,pct_age_25_45,median_age,median_hh_income,pct_income_over_100k,median_home_value,homeownership_rate,vacancy_rate,pct_single_family,pop_growth_rate,home_value_appreciation,new_permits_per_1000,unemployment_rate,pct_bachelors_plus,avg_commute_time,high_potential,pop_growth_rate_missing
Midwest,Urban,10968,-6.449157509157512,-1.1434482758620632,3863.119565217392,2.538754448398578,8820.624087591306,85.16,3.17,2.2447931034482664,-0.4620851851851853,0.773475862068965,4.6,5.183620071684588,17.584945454545455,24.9,No,0
West,Rural,5212,4.080842490842485,1.5565517241379325,2973.119565217392,-3.7812455516014225,23339.624087591306,51.29,7.31,2.8447931034482608,0.6299148148148147,-3.728524137931035,16.2,-2.0263799283154116,-8.265054545454547,22.6,No,0
Northeast,Suburban,7022,2.484264705882346,-1.4590476190476167,31731.025125628148,22.01152709359605,-76549.2388059703,73.38,8.48,-0.6589047619047648,-1.4855049999999999,-2.64685238095238,14.1,7.095699481865286,13.24704433497537,42.7,Yes,0
West,Rural,6615,4.890842490842488,0.8565517241379368,-14737.880434782608,3.7687544483985764,,59.58,11.4,8.22479310344827,-2.3210851851851855,3.9454758620689647,1.7,-7.186379928315412,-2.235054545454547,22.2,No,0
West,Rural,7805,3.5742647058823493,-2.9590476190476167,-42081.97487437185,-0.9584729064039479,-177581.2388059703,57.34,14.56,28.50109523809524,-1.7435049999999999,-0.4788523809523797,16.0,7.095699481865286,-8.742955665024628,30.1,Yes,0
Northeast,Suburban,13039,,-3.143448275862063,-23342.880434782608,-10.791245551601422,-124833.3759124087,67.93,21.38,-15.985206896551738,0.46191481481481456,-5.359524137931035,38.6,6.5936200716845885,0.43494545454545275,22.3,No,0
West,Rural,15739,-5.199157509157512,5.256551724137935,421.11956521739194,1.5887544483985785,72551.6240875913,69.56,6.44,24.83479310344827,-0.5950851851851854,-5.112524137931035,2.6,0.7736200716845882,-5.395054545454546,37.2,No,0
South,Urban,39551,-1.3491575091575143,-0.34344827586206605,-15454.880434782608,-10.791245551601422,-134728.3759124087,73.11,18.71,-44.575206896551734,2.0349148148148144,0.7644758620689647,13.6,-0.9963799283154113,-5.075054545454547,41.0,No,0
South,Urban,6641,7.554264705882346,-3.9590476190476167,-19192.974874371852,-9.638472906403948,-18062.238805970293,68.32,13.4,-23.408904761904765,0.8954950000000004,1.9211476190476198,6.3,-1.8043005181347143,,21.3,Yes,0
Midwest,Urban,26609,2.20084249084249,1.3565517241379368,-9736.880434782608,-1.8812455516014222,-23554.375912408694,89.01,1.47,-22.935206896551733,0.5039148148148146,-4.574524137931035,9.2,0.10362007168458831,-8.265054545454547,33.5,No,0
West,Suburban,11501,-10.489157509157511,5.0565517241379325,31301.119565217392,11.388754448398577,,54.15,8.66,-14.465206896551734,1.1219148148148146,1.627475862068965,5.1,0.7736200716845882,9.674945454545455,,No,0
Midwest,Suburban,12905,-9.519157509157512,1.2565517241379354,-12572.880434782608,-3.891245551601422,-122514.3759124087,54.42,26.32,6.054793103448269,-3.6610851851851853,4.269475862068965,6.6,-3.2463799283154113,-8.265054545454547,29.3,No,0
South,Urban,21426,1.1908424908424848,-6.343448275862066,-8039.880434782608,-1.6112455516014226,-4319.375912408694,44.29,20.76,-26.035206896551735,-0.18108518518518535,5.942475862068965,0.4,6.3436200716845885,13.554945454545454,43.3,No,0
South,Rural,6088,-0.41573529411765264,-1.6590476190476124,8781.025125628148,-16.638472906403948,163162.7611940297,40.34,8.21,17.781095238095226,1.0664950000000002,0.3281476190476198,59.9,-4.734300518134714,-5.142955665024628,43.2,Yes,0
South,Suburban,17460,-2.8591575091575123,2.956551724137931,-12112.880434782608,-1.3612455516014226,-77754.3759124087,52.99,11.11,17.874793103448262,-0.18608518518518535,1.7984758620689645,14.7,6.5936200716845885,-8.265054545454547,,No,0
West,Urban,15010,1.2808424908424882,-2.643448275862063,12684.119565217392,8.198754448398576,-15507.375912408694,76.2,16.73,-16.705206896551736,-0.8140851851851854,-6.121524137931035,10.4,-3.056379928315412,11.644945454545454,40.1,No,0
West,Suburban,18858,-8.845735294117652,2.6409523809523847,-3091.974874371852,8.35152709359605,100306.7611940297,75.1,18.74,11.741095238095234,3.611495,5.6331476190476195,7.3,1.2056994818652855,-10.472955665024628,33.1,Yes,0
West,Urban,16357,-2.995735294117651,-1.0590476190476181,-8367.974874371852,,5395.7611940297065,58.19,12.29,-9.948904761904771,2.6944950000000003,-2.39185238095238,11.6,3.0456994818652854,-11.062955665024628,30.4,Yes,0
West,Rural,74511,-9.789157509157512,-2.843448275862066,,-7.851245551601422,-121926.3759124087,69.68,7.39,22.404793103448263,1.5959148148148143,-2.521524137931035,7.2,-4.286379928315411,-4.595054545454547,25.7,No,0
Northeast,Urban,8549,0.4742647058823479,-2.1590476190476124,27249.025125628148,15.971527093596052,126003.7611940297,74.98,,-37.73890476190476,1.3344950000000004,-1.43185238095238,6.7,-3.4943005181347138,17.87704433497537,13.2,Yes,0
South,Rural,9212,-0.3957352941176566,2.1409523809523847,73874.02512562815,2.841527093596053,176370.7611940297,88.98,6.61,27.991095238095234,-5.395505,3.86914761904762,9.4,-0.6143005181347139,23.58704433497537,30.8,Yes,0
West,Suburban,8636,7.254264705882349,-9.259047619047614,-11861.974874371852,-9.208472906403948,-26901.238805970293,55.35,16.33,5.121095238095229,-2.5185049999999998,5.958147619047621,4.8,3.015699481865286,-10.942955665024627,31.1,Yes,0
Midwest,Urban,9055,7.6008424908424885,-1.543448275862069,-21417.880434782608,-10.791245551601422,-132676.3759124087,52.31,3.44,-19.69520689655174,-0.2790851851851853,0.6544758620689652,3.0,6.5936200716845885,-6.805054545454547,47.9,No,0
West,Urban,8551,7.280842490842488,-5.743448275862065,1757.119565217392,0.6487544483985772,158319.6240875913,31.25,19.18,-30.515206896551735,0.18891481481481465,3.2724758620689647,12.2,-7.286379928315411,-5.165054545454547,21.3,No,0
West,Rural,30709,-5.219157509157512,3.456551724137931,31287.119565217392,-7.441245551601423,151301.6240875913,70.43,2.98,21.33479310344827,-0.31908518518518536,0.4084758620689648,27.8,-4.266379928315412,21.694945454545454,11.9,No,0
Northeast,Suburban,36111,-3.5591575091575116,3.2565517241379354,-13157.880434782608,6.818754448398577,-66055.3759124087,69.53,17.9,28.824793103448265,-4.439085185185185,-2.834524137931035,2.5,,-8.265054545454547,,No,0
Northeast,Suburban,8959,-4.3757352941176535,0.8409523809523876,-15313.974874371852,-8.168472906403947,-62954.23880597029,63.36,,-19.108904761904768,-0.1715049999999998,3.7641476190476197,0.5,2.605699481865286,-5.092955665024627,43.9,Yes,0
South,Suburban,7460,2.20084249084249,-1.1434482758620632,10268.119565217392,6.128754448398579,191749.6240875913,57.32,10.52,-10.275206896551737,1.7479148148148145,-1.5875241379310352,4.3,-0.24637992831541133,1.5249454545454526,23.5,No,0
Northeast,Urban,18582,-6.005735294117656,-0.5590476190476181,26202.025125628148,8.591527093596053,260280.7611940297,67.48,,-17.718904761904767,2.260495,3.9411476190476193,58.5,-5.594300518134714,-7.312955665024628,41.6,Yes,0
West,Suburban,9076,5.904264705882348,-5.759047619047614,10714.025125628148,12.061527093596052,,22.35,17.11,-12.928904761904768,-2.520505,3.230147619047621,26.5,-1.0043005181347135,-1.5129556650246272,28.1,Yes,0
South,Urban,20807,-13.269157509157512,9.056551724137933,25212.119565217392,-6.641245551601422,214270.6240875913,58.35,24.53,-22.755206896551734,-1.0790851851851855,2.1204758620689645,13.6,-4.7363799283154115,1.8049454545454537,18.3,No,0
West,Rural,15398,-0.13915750915751346,-2.543448275862069,-9127.880434782608,-1.5812455516014214,-20847.375912408694,76.19,5.66,24.604793103448266,-4.699085185185186,5.765475862068965,39.7,4.033620071684588,8.754945454545453,48.0,No,0
Northeast,Suburban,4623,-5.069157509157513,6.256551724137935,12054.119565217392,13.30875444839858,60762.624087591306,36.77,8.06,-16.065206896551736,0.07391481481481466,6.975475862068964,8.8,6.5936200716845885,2.2349454545454535,41.2,No,0
West,Suburban,39468,7.664264705882346,-4.859047619047615,-28416.974874371852,-11.048472906403948,-216790.2388059703,38.68,24.85,22.441095238095237,0.858495,-1.1918523809523798,61.4,-1.8043005181347143,-11.062955665024628,26.2,Yes,0
South,Urban,46962,-0.3757352941176535,1.7409523809523861,13097.025125628148,-4.898472906403947,46504.76119402971,61.97,12.28,-37.33890476190477,-2.167505,-3.09185238095238,5.3,-5.704300518134714,-0.4329556650246271,38.0,Yes,0
West,Suburban,8699,-3.465735294117657,-2.3590476190476153,24199.025125628148,1.3515270935960508,,45.69,15.07,14.451095238095228,3.3434950000000003,-6.25885238095238,4.1,-4.074300518134714,3.117044334975372,29.2,Yes,0
South,Suburban,10184,-9.155735294117655,4.340952380952388,3540.025125628148,-3.418472906403947,160184.7611940297,69.82,6.46,-26.19890476190477,-1.4565049999999997,6.06814761904762,15.2,-3.324300518134714,-1.7629556650246272,32.4,Yes,0
South,Suburban,16319,4.580842490842485,-2.343448275862066,-7816.880434782608,-7.841245551601422,-78358.3759124087,43.25,17.77,8.434793103448264,0.9549148148148147,-1.040524137931035,7.1,6.5936200716845885,4.584945454545455,45.6,No,0
South,Suburban,16883,-5.959157509157514,0.8565517241379368,-4024.880434782608,-2.1112455516014226,106129.6240875913,56.28,8.69,28.72479310344827,-2.0650851851851852,3.6834758620689643,14.8,-4.216379928315411,6.044945454545452,12.8,No,0
South,Rural,21183,-1.1357352941176515,2.240952380952386,52406.02512562815,27.061527093596055,275428.7611940297,52.41,2.0,29.93109523809523,-0.36950499999999975,-2.88985238095238,5.5,-6.904300518134714,0.9370443349753721,24.4,Yes,0
South,Suburban,54564,12.830842490842485,-5.243448275862065,-7439.880434782608,-6.731245551601423,-102.3759124086937,62.58,30.0,-15.925206896551735,-3.2980851851851853,4.893475862068965,14.4,-6.846379928315411,6.084945454545455,28.3,No,0
South,Urban,11803,12.120842490842485,-7.9434482758620675,33486.11956521739,6.938754448398578,188632.6240875913,45.2,8.97,-24.26520689655174,2.0479148148148147,-1.8215241379310352,4.8,1.3936200716845892,13.154945454545455,31.3,No,0
West,Suburban,7640,-3.2691575091575125,3.2565517241379354,10217.119565217392,7.238754448398579,-67917.3759124087,65.89,11.74,-10.575206896551734,2.1099148148148146,-3.2965241379310353,0.8,-6.286379928315411,-0.705054545454546,15.5,No,0
South,Suburban,5087,6.594264705882345,-5.359047619047615,-20158.974874371852,-9.078472906403947,-137908.2388059703,43.41,1.46,28.00109523809524,1.7754950000000003,-1.2918523809523803,36.5,-4.854300518134714,-11.062955665024628,37.2,Yes,0
South,Suburban,8009,-9.729157509157513,4.456551724137931,-26443.880434782608,-10.791245551601422,-202397.3759124087,57.08,8.5,33.794793103448264,-1.3790851851851853,-1.3165241379310353,32.2,6.5936200716845885,-7.215054545454547,16.5,No,0
Northeast,Suburban,13053,-4.895735294117657,4.440952380952382,-6465.974874371852,-3.8884729064039476,1603.7611940297065,46.01,3.1,-3.758904761904766,,1.1231476190476197,53.0,2.275699481865286,-7.4129556650246275,15.5,Yes,1
West,Suburban,46919,-2.9691575091575118,-0.24344827586206463,3377.119565217392,0.6387544483985774,3904.6240875913063,77.37,9.59,-4.365206896551733,1.7889148148148144,0.12447586206896499,18.9,0.19362007168458817,3.654945454545455,25.5,No,0
Midwest,Suburban,9299,-11.449157509157512,6.956551724137931,65502.11956521739,28.648754448398577,483602.6240875913,67.95,17.4,-6.2452068965517356,1.5459148148148145,2.161475862068965,17.2,-3.7763799283154116,20.10494545454545,47.0,No,0
South,Suburban,15625,7.20084249084249,-0.7434482758620646,-18003.880434782608,-10.791245551601422,-147467.3759124087,52.45,9.84,7.354793103448266,,-0.5945241379310353,12.3,6.5936200716845885,5.954945454545452,53.4,No,1
South,Urban,13207,9.620842490842485,-4.9434482758620675,91149.11956521739,36.71875444839858,239741.6240875913,84.77,15.36,-10.895206896551734,-4.123085185185185,-1.7165241379310352,2.0,6.5936200716845885,,32.9,No,0
South,Urban,30695,4.024264705882345,3.0409523809523833,,-2.698472906403948,-44682.23880597029,49.37,9.82,-42.46890476190477,-0.24950499999999987,-2.41685238095238,3.1,-0.25430051813471355,18.69704433497537,25.6,Yes,0
South,Urban,78343,4.280842490842488,-4.643448275862063,11347.119565217392,-4.941245551601423,202224.6240875913,59.01,16.0,1.9447931034482622,0.3559148148148147,6.413475862068965,5.1,-4.836379928315411,9.054945454545454,29.6,No,0
South,Suburban,9213,4.010842490842485,-2.343448275862066,-12699.880434782608,-10.791245551601422,-10422.375912408694,47.7,21.67,19.384793103448267,-0.47208518518518533,0.9544758620689651,33.1,6.5936200716845885,1.2349454545454535,,No,0
South,Suburban,9484,9.464264705882343,-3.4590476190476167,-3572.974874371852,12.971527093596052,-49140.23880597029,43.56,1.87,0.061095238095234095,0.5844950000000004,-6.61685238095238,2.8,-4.984300518134714,16.01704433497537,42.7,Yes,0
South,Suburban,27747,-0.9891575091575149,2.156551724137934,14176.119565217392,3.5187544483985764,79905.6240875913,38.37,10.3,11.914793103448268,0.5709148148148148,-1.282524137931035,38.4,-1.5463799283154112,3.9849454545454535,15.8,No,0
South,Rural,21532,8.32426470588235,0.8409523809523876,16307.025125628148,11.201527093596052,-92114.2388059703,85.41,7.11,21.721095238095238,-3.581505,-0.3748523809523796,11.1,,12.157044334975371,,Yes,0
West,Urban,48664,-0.9491575091575086,3.456551724137931,-20195.880434782608,-10.791245551601422,2731.6240875913063,62.08,12.0,6.20479310344826,-3.2020851851851853,5.8144758620689645,18.9,6.5936200716845885,-6.085054545454547,13.7,No,0
South,Suburban,20105,-2.0857352941176543,1.3409523809523876,34437.02512562815,30.48152709359605,247032.7611940297,48.8,5.14,12.251095238095239,-3.201505,2.4201476190476203,1.8,,14.757044334975372,23.2,Yes,0
West,Suburban,10388,-8.995735294117654,1.8409523809523876,-2226.974874371852,5.071527093596053,-87171.2388059703,54.27,11.72,13.961095238095233,3.842495,-3.43085238095238,4.7,-4.774300518134714,8.797044334975372,28.0,Yes,0
West,Urban,20200,-1.9391575091575106,-4.843448275862066,18357.119565217392,4.068754448398577,125903.6240875913,58.83,7.33,-14.775206896551737,2.1069148148148145,7.533475862068966,47.7,-6.616379928315411,12.444945454545454,32.1,No,0
Midwest,Urban,29030,6.730842490842491,-5.9434482758620675,-4433.880434782608,-3.461245551601422,-124840.3759124087,77.91,10.9,-20.475206896551732,1.0379148148148145,0.18547586206896494,4.6,5.403620071684589,-8.265054545454547,28.0,No,0
South,Urban,23726,-7.699157509157512,7.656551724137934,-19275.880434782608,0.22875444839857728,5153.624087591306,37.52,11.56,-1.7352068965517375,0.29791481481481463,4.017475862068966,5.3,-4.546379928315412,-8.265054545454547,29.8,No,0
Midwest,Urban,19055,2.8442647058823454,-6.359047619047615,-10202.974874371852,0.8415270935960528,-153397.2388059703,49.28,4.25,-34.32890476190477,-1.4385049999999997,-4.13085238095238,3.3,-6.904300518134714,6.907044334975371,28.4,Yes,0
West,Rural,28188,7.800842490842491,-4.643448275862063,5963.119565217392,3.698754448398576,79113.6240875913,56.17,7.74,28.154793103448263,2.9949148148148144,-6.915524137931035,2.1,-2.766379928315412,3.7349454545454535,12.8,No,0
South,Rural,30288,6.710842490842488,1.456551724137931,-27091.880434782608,-8.011245551601423,-178245.3759124087,72.84,16.66,7.424793103448259,-0.32008518518518536,-3.946524137931035,4.0,6.5936200716845885,-8.265054545454547,33.8,No,0
Northeast,Suburban,35154,-3.2791575091575105,1.656551724137934,24411.119565217392,12.488754448398579,209125.6240875913,32.2,7.68,7.244793103448266,1.8149148148148146,-9.472524137931035,15.4,,8.444945454545454,36.1,No,0
Northeast,Rural,21038,-1.529157509157514,3.2565517241379354,31528.119565217392,-3.711245551601422,275473.6240875913,68.09,13.97,37.184793103448264,-0.03608518518518533,6.614475862068965,9.1,6.5936200716845885,-5.885054545454547,41.4,No,0
South,Rural,11884,-9.045735294117655,4.340952380952388,-28569.974874371852,-13.278472906403948,-108352.2388059703,86.67,,10.071095238095232,2.9364950000000003,-0.021852380952379846,12.1,7.095699481865286,-1.5329556650246285,46.5,Yes,0
