region,area_type,total_population,pct_age_25_45,median_age,median_hh_income,pct_income_over_100k,median_home_value,homeownership_rate,vacancy_rate,pct_single_family,pop_growth_rate,home_value_appreciation,new_permits_per_1000,unemployment_rate,pct_bachelors_plus,avg_commute_time,high_potential,pop_growth_rate_missing,median_hh_income_missing
Northeast,Rural,16156.0,8.027254351466183,-3.7805557262472007,-6033.230201263839,-10.228014709307196,36149.63371077343,87.99,9.13,31.51723185059228,-2.5795667251823784,4.264959848971849,1.9,3.4638074865210555,-11.152780822642747,18.1,Yes,0,0
Northeast,Urban,5465.0,-7.219157509157505,2.3565517241379297,19674.119565217406,4.868754448398576,-18282.375912408694,71.61,,-43.745206896551714,-1.2170851851851854,2.861475862068966,37.2,2.493620071684587,-0.2950545454545388,40.8,No,0,0
South,Urban,6268.0,-0.07915750915750408,-0.9434482758620746,-7737.8804347825935,,-71368.3759124087,61.28,20.2,-27.315206896551715,0.5049148148148148,-1.2445241379310343,14.9,4.923620071684587,6.36494545454546,,No,0,0
South,Urban,27923.0,-2.102745648533819,4.619444273752798,-18056.23020126384,-8.548014709307196,-60227.36628922657,41.99,18.48,-13.002768149407714,0.9284332748176216,-4.706040151028151,27.8,1.853807486521056,-11.152780822642747,,Yes,0,0
West,Suburban,12994.0,-0.6291575091575083,3.456551724137924,13509.119565217406,5.888754448398576,-76438.3759124087,83.45,2.57,-16.985206896551716,3.6739148148148146,-4.7675241379310345,34.3,4.033620071684586,2.34494545454546,25.7,No,0,0
Midwest,Suburban,21526.0,-2.2191575091575046,2.0565517241379254,-10168.880434782594,-1.4712455516014238,-82094.3759124087,84.36,16.14,20.434793103448285,-0.7910851851851852,4.226475862068966,8.9,6.593620071684587,,33.0,No,0,0
Northeast,Suburban,13627.0,-0.5491575091575029,-3.2434482758620717,-7779.8804347825935,1.2787544483985762,-26880.375912408694,56.26,17.28,-14.335206896551718,4.961914814814815,-2.5865241379310344,0.7,-5.406379928315413,-4.285054545454539,29.7,No,0,0
South,Urban,13640.0,-1.8091575091575045,-1.543448275862076,1013.1195652174065,5.158754448398575,153293.6240875913,35.83,6.97,-20.415206896551716,-1.3480851851851852,-0.6985241379310345,3.1,6.593620071684587,-1.6450545454545402,37.1,No,0,0
West,Suburban,25765.0,3.8372543514661857,-4.180555726247199,24956.76979873616,4.941985290692806,107236.63371077343,63.39,30.0,-5.592768149407718,1.2084332748176214,3.2809598489718494,1.0,6.573807486521055,0.2072191773572527,34.6,Yes,0,0
West,Urban,9309.0,-10.859157509157505,-3.4434482758620746,-22925.880434782594,-10.791245551601424,-49372.375912408694,62.87,7.94,-20.315206896551715,-0.7820851851851852,-4.563524137931034,3.1,-2.546379928315413,2.1949454545454614,30.8,No,0,0
Northeast,Urban,14289.0,-0.9327456485338175,4.119444273752798,10950.76979873616,-7.798014709307196,22430.63371077343,64.71,5.97,-41.33276814940771,-2.7005667251823784,3.7939598489718493,7.9,-1.8761925134789443,-8.452780822642747,,Yes,0,0
Midwest,Suburban,9666.0,-0.2691575091575018,-0.8434482758620732,24361.119565217406,16.128754448398578,239254.6240875913,74.81,5.57,17.22479310344829,-0.8290851851851853,-0.4825241379310343,1.9,2.2636200716845867,4.50494545454546,35.0,No,0,0
Midwest,Suburban,9856.0,3.0508424908424985,-1.9434482758620746,24159.119565217406,14.078754448398577,160604.6240875913,42.76,28.48,14.654793103448284,0.5559148148148148,-3.167524137931034,2.7,3.293620071684586,21.144945454545457,24.0,No,0,0
West,Suburban,10759.0,-1.3927456485338183,5.0194442737527964,,-5.428014709307195,-67622.36628922657,50.28,11.76,26.787231850592278,0.2014332748176213,-1.425040151028151,8.9,2.5838074865210565,-6.752780822642746,23.3,Yes,0,1
West,Urban,15607.0,-4.789157509157505,0.05655172413792542,-31682.880434782594,-3.041245551601424,-169757.3759124087,83.59,9.49,-34.525206896551715,2.0009148148148146,-1.8895241379310344,6.2,-3.4063799283154133,-8.26505454545454,43.5,No,0,0
South,Suburban,9555.0,4.190842490842492,-3.7434482758620717,16833.119565217406,4.338754448398575,124341.6240875913,48.87,4.84,-1.7952068965517114,-1.2270851851851852,1.6004758620689659,9.5,6.593620071684587,4.944945454545461,35.1,No,0,0
South,Suburban,32177.0,-8.319157509157506,1.8565517241379297,5969.1195652174065,-2.7612455516014247,73521.6240875913,47.89,21.01,-33.14520689655171,,-1.6655241379310342,8.4,-3.166379928315413,23.074945454545464,32.0,No,1,0
Northeast,Urban,7142.0,-6.459157509157507,-1.4434482758620746,31814.119565217406,2.4687544483985757,127785.6240875913,44.84,5.28,-8.565206896551715,-1.1720851851851852,-5.4565241379310345,15.5,6.593620071684587,5.61494545454546,20.0,No,0,0
Midwest,Suburban,11721.0,2.717254351466181,0.3194442737528007,-27209.23020126384,-16.478014709307196,-223871.36628922657,70.44,6.01,14.277231850592287,-1.1815667251823787,-1.3450401510281509,41.5,-3.1961925134789446,-1.4127808226427465,,Yes,0,0
Northeast,Urban,9820.0,-5.38274564853382,0.6194442737527979,10981.76979873616,11.661985290692805,-106623.36628922657,48.64,1.71,-25.342768149407718,-1.3785667251823785,-4.753040151028151,1.7,1.6838074865210562,0.2572191773572534,25.1,Yes,0,0
Northeast,Urban,36786.0,4.977254351466179,-2.880555726247202,21334.76979873616,1.2519852906928044,-104220.36628922657,27.0,9.26,-34.922768149407716,-2.8585667251823788,-0.07004015102815053,1.6,,5.547219177357253,23.5,Yes,0,0
West,Rural,15330.0,1.180842490842494,-2.1434482758620703,-1390.8804347825935,8.378754448398578,101789.6240875913,80.83,3.07,21.044793103448285,1.1999148148148149,-3.282524137931034,28.7,-0.3163799283154134,-3.865054545454539,24.9,No,0,0
Midwest,Rural,27509.0,-5.402745648533816,1.4194442737528021,181.76979873616074,-2.9080147093071957,-94691.36628922657,51.48,7.71,20.26723185059228,,-2.147040151028151,10.6,6.343807486521056,-11.152780822642747,36.5,Yes,1,0
Northeast,Rural,4722.0,1.2308424908424982,-0.14344827586207032,11468.119565217406,-1.4512455516014242,-36057.375912408694,64.29,17.76,16.56479310344828,-0.3480851851851852,0.8264758620689658,21.8,-4.346379928315414,3.874945454545461,43.3,No,0,0
Midwest,Suburban,16105.0,-1.089157509157502,-1.2434482758620717,-17264.880434782594,-10.791245551601424,-31469.375912408694,62.14,7.26,-4.355206896551714,-0.2060851851851852,-0.35852413793103377,3.6,-1.4463799283154133,-8.26505454545454,39.1,No,0,0
South,Urban,24902.0,-6.56274564853382,1.0194442737527964,3631.7697987361607,-5.0380147093071965,-51649.36628922657,47.61,6.38,-18.97276814940772,0.16043327481762137,0.06795984897184937,26.5,2.0138074865210562,-4.762780822642746,21.9,Yes,0,0
West,Suburban,14151.0,-5.4391575091575035,1.456551724137924,56917.11956521741,29.508754448398573,290768.6240875913,77.89,4.52,14.954793103448281,-0.4570851851851852,2.319475862068966,38.6,-1.3063799283154136,30.614945454545463,33.4,No,0,0
South,Suburban,28165.0,7.3108424908424965,-2.7434482758620717,1578.1195652174065,-7.811245551601424,-88538.3759124087,80.09,25.21,-3.5652068965517145,1.9989148148148146,-3.1955241379310344,15.1,-7.136379928315414,-3.0550545454545386,23.1,No,0,0
Northeast,Urban,9301.0,3.8808424908424968,-1.043448275862076,-28265.880434782594,8.468754448398577,-57616.375912408694,50.69,25.97,9.584793103448291,,0.08547586206896618,1.7,6.593620071684587,-8.26505454545454,,No,1,0
West,Suburban,35830.0,6.140842490842495,-3.843448275862073,-14625.880434782594,-10.791245551601424,10791.624087591306,58.94,15.92,11.754793103448279,4.324914814814814,-9.710524137931035,33.8,1.493620071684587,-3.98505454545454,27.2,No,0,0
South,Urban,66784.0,1.8608424908424936,2.456551724137924,-32891.88043478259,-3.9112455516014233,-104311.3759124087,58.07,13.62,-16.075206896551713,,1.0204758620689658,23.6,-3.506379928315413,-8.26505454545454,40.6,No,1,0
Midwest,Rural,10363.0,4.377254351466185,-0.8805557262472021,30436.76979873616,6.881985290692803,102942.63371077343,60.99,4.45,17.17723185059228,-2.1985667251823786,-1.585040151028151,20.8,6.073807486521055,6.147219177357254,24.7,Yes,0,0
West,Urban,9780.0,-0.4091575091575024,-1.3434482758620732,23431.119565217406,5.128754448398578,220495.6240875913,59.09,15.66,-24.085206896551718,-0.5160851851851852,-2.6715241379310344,0.6,-5.966379928315414,,36.3,No,0,0
West,Suburban,36951.0,1.160842490842498,0.6565517241379268,-10761.880434782594,-10.791245551601424,-138154.3759124087,56.76,10.28,-33.82520689655172,-0.36708518518518524,1.2254758620689659,24.1,3.3636200716845863,2.374945454545461,21.3,No,0,0
South,Suburban,40364.0,4.667254351466184,-1.5805557262471979,-39918.23020126384,-14.728014709307196,-293498.3662892266,62.13,17.55,29.58723185059229,1.7864332748176213,2.8349598489718497,2.2,1.323807486521055,,34.9,Yes,0,0
Midwest,Suburban,9264.0,7.290842490842493,-7.343448275862073,-17491.880434782594,-10.791245551601424,-189292.3759124087,74.3,1.3,12.104793103448287,-1.8770851851851853,-1.1495241379310341,3.8,-3.6863799283154135,-8.26505454545454,,No,0,0
West,Suburban,9955.0,8.200842490842497,-1.4434482758620746,-13632.880434782594,-10.791245551601424,-44841.375912408694,62.13,,11.66479310344829,-0.6750851851851852,-2.5555241379310343,12.9,-6.306379928315414,-2.545054545454539,43.2,No,0,0
Midwest,Urban,10968.0,-6.449157509157505,-1.1434482758620703,3863.1195652174065,2.538754448398576,8820.624087591306,85.16,3.17,2.2447931034482878,-0.4620851851851852,0.7734758620689659,4.6,5.183620071684587,17.584945454545462,24.9,No,0,0
West,Rural,5212.0,4.0808424908424925,1.5565517241379254,2973.1195652174065,-3.7812455516014243,23339.624087591306,51.29,7.31,2.844793103448282,0.6299148148148148,-3.7285241379310343,16.2,-2.0263799283154134,-8.26505454545454,22.6,No,0,0
Northeast,Suburban,7022.0,2.427254351466182,-1.3805557262472021,32511.76979873616,22.171985290692803,-74251.36628922657,73.38,8.48,-0.432768149407714,-1.5005667251823787,-2.664040151028151,14.1,7.123807486521056,13.157219177357252,42.7,Yes,0,0
West,Rural,6615.0,4.890842490842495,0.8565517241379297,-14737.880434782594,3.7687544483985747,,59.58,11.4,8.224793103448292,-2.3210851851851855,3.9454758620689656,1.7,-7.1863799283154135,-2.23505454545454,22.2,No,0,0
West,Rural,7805.0,3.5172543514661854,-2.880555726247202,-41301.23020126384,-0.7980147093071963,-175283.36628922657,57.34,14.56,28.72723185059229,-1.7585667251823787,-0.4960401510281507,16.0,7.123807486521056,-8.832780822642746,30.1,Yes,0,0
Northeast,Suburban,13039.0,-0.11915750915750323,-3.1434482758620703,-23342.880434782594,-10.791245551601424,-124833.3759124087,67.93,21.38,-15.985206896551716,0.46191481481481467,-5.359524137931034,38.6,6.593620071684587,0.43494545454545985,22.3,No,0,0
West,Rural,15739.0,-5.199157509157505,5.256551724137928,421.1195652174065,1.5887544483985767,72551.6240875913,69.56,6.44,24.83479310344829,-0.5950851851851853,-5.112524137931034,2.6,0.7736200716845865,-5.395054545454539,37.2,No,0,0
South,Urban,39551.0,-1.3491575091575072,-0.34344827586207316,-15454.880434782594,-10.791245551601424,-134728.3759124087,73.11,18.71,-44.57520689655171,2.0349148148148144,0.7644758620689656,13.6,-0.9963799283154131,-5.07505454545454,41.0,No,0,0
South,Urban,6641.0,7.497254351466182,-3.880555726247202,-18412.23020126384,-9.478014709307196,-15764.366289226571,68.32,13.4,-23.182768149407714,0.8804332748176216,1.9039598489718488,6.3,-1.7761925134789447,,21.3,Yes,0,0
Midwest,Urban,26609.0,2.200842490842497,1.3565517241379297,-9736.880434782594,-1.881245551601424,-23554.375912408694,89.01,1.47,-22.935206896551712,0.5039148148148147,-4.574524137931034,9.2,0.10362007168458653,-8.26505454545454,33.5,No,0,0
West,Suburban,11501.0,-10.489157509157504,5.056551724137925,31301.119565217406,11.388754448398576,,54.15,8.66,-14.465206896551713,1.1219148148148148,1.627475862068966,5.1,0.7736200716845865,9.674945454545462,,No,0,0
Midwest,Suburban,12905.0,-9.519157509157505,1.2565517241379283,-12572.880434782594,-3.8912455516014237,-122514.3759124087,54.42,26.32,6.05479310344829,-3.6610851851851853,4.2694758620689655,6.6,-3.246379928315413,-8.26505454545454,29.3,No,0,0
South,Urban,21426.0,1.190842490842492,-6.343448275862073,-8039.8804347825935,-1.6112455516014244,-4319.375912408694,44.29,20.76,-26.035206896551713,-0.18108518518518524,5.9424758620689655,0.4,6.343620071684587,13.55494545454546,43.3,No,0,0
South,Rural,6088.0,-0.4727456485338166,-1.5805557262471979,9561.76979873616,-16.478014709307196,165460.63371077343,40.34,8.21,18.007231850592277,1.0514332748176214,0.3109598489718488,59.9,-4.706192513478944,-5.232780822642747,43.2,Yes,0,0
South,Suburban,17460.0,-2.859157509157505,2.956551724137924,-12112.880434782594,-1.3612455516014244,-77754.3759124087,52.99,11.11,17.874793103448283,-0.18608518518518524,1.7984758620689654,14.7,6.593620071684587,-8.26505454545454,,No,0,0
West,Urban,15010.0,1.2808424908424954,-2.6434482758620703,12684.119565217406,8.198754448398574,-15507.375912408694,76.2,16.73,-16.705206896551715,-0.8140851851851852,-6.121524137931035,10.4,-3.0563799283154136,11.64494545454546,40.1,No,0,0
West,Suburban,18858.0,-8.902745648533816,2.7194442737527993,-2311.2302012638393,8.511985290692802,102604.63371077343,75.1,18.74,11.967231850592285,3.5964332748176213,5.6159598489718485,7.3,1.233807486521055,-10.562780822642747,33.1,Yes,0,0
West,Urban,16357.0,-3.052745648533815,-0.9805557262472036,-7587.230201263839,,7693.633710773429,58.19,12.29,-9.72276814940772,2.6794332748176215,-2.409040151028151,11.6,3.073807486521055,-11.152780822642747,30.4,Yes,0,0
West,Rural,74511.0,-9.789157509157505,-2.843448275862073,,-7.851245551601424,-121926.3759124087,69.68,7.39,22.404793103448284,1.5959148148148146,-2.521524137931034,7.2,-4.286379928315413,-4.5950545454545395,25.7,No,0,1
Northeast,Urban,8549.0,0.41725435146618395,-2.080555726247198,28029.76979873616,16.131985290692803,128301.63371077343,74.98,,-37.51276814940772,1.3194332748176216,-1.449040151028151,6.7,-3.466192513478944,17.78721917735725,13.2,Yes,0,0
South,Rural,9212.0,-0.4527456485338206,2.2194442737527993,74654.76979873616,3.0019852906928044,178668.63371077343,88.98,6.61,28.217231850592285,-5.410566725182378,3.851959848971849,9.4,-0.5861925134789443,23.497219177357252,30.8,Yes,0,0
West,Suburban,8636.0,7.197254351466185,-9.1805557262472,-11081.23020126384,-9.048014709307196,-24603.36628922657,55.35,16.33,5.34723185059228,-2.5335667251823786,5.94095984897185,4.8,3.0438074865210556,-11.032780822642746,31.1,Yes,0,0
Midwest,Urban,9055.0,7.600842490842496,-1.543448275862076,-21417.880434782594,-10.791245551601424,-132676.3759124087,52.31,3.44,-19.695206896551717,-0.2790851851851852,0.6544758620689661,3.0,6.593620071684587,-6.8050545454545395,47.9,No,0,0
West,Urban,8551.0,7.280842490842495,-5.743448275862072,1757.1195652174065,0.6487544483985754,158319.6240875913,31.25,19.18,-30.515206896551714,0.18891481481481476,3.2724758620689656,12.2,-7.286379928315413,-5.16505454545454,21.3,No,0,0
West,Rural,30709.0,-5.219157509157505,3.456551724137924,31287.119565217406,-7.441245551601424,151301.6240875913,70.43,2.98,21.33479310344829,-0.31908518518518525,0.4084758620689657,27.8,-4.266379928315414,21.69494545454546,11.9,No,0,0
Northeast,Suburban,36111.0,-3.5591575091575045,3.2565517241379283,-13157.880434782594,6.818754448398575,-66055.3759124087,69.53,17.9,28.824793103448286,-4.439085185185185,-2.834524137931034,2.5,,-8.26505454545454,,No,0,0
Northeast,Suburban,8959.0,-4.4327456485338175,0.9194442737528021,-14533.23020126384,-8.008014709307195,-60656.36628922657,63.36,,-18.882768149407717,-0.1865667251823786,3.7469598489718487,0.5,2.6338074865210555,-5.182780822642746,43.9,Yes,0,0
South,Suburban,7460.0,2.200842490842497,-1.1434482758620703,10268.119565217406,6.128754448398578,191749.6240875913,57.32,10.52,-10.275206896551715,1.7479148148148147,-1.5875241379310343,4.3,-0.2463799283154131,1.5249454545454597,23.5,No,0,0
Northeast,Urban,18582.0,-6.06274564853382,-0.48055572624720355,26982.76979873616,8.751985290692804,262578.6337107734,67.48,,-17.492768149407716,2.2454332748176213,3.9239598489718484,58.5,-5.566192513478944,-7.402780822642747,41.6,Yes,0,0
West,Suburban,9076.0,5.847254351466184,-5.680555726247199,11494.76979873616,12.221985290692803,,22.35,17.11,-12.702768149407717,-2.5355667251823784,3.21295984897185,26.5,-0.976192513478944,-1.602780822642746,28.1,Yes,0,0
South,Urban,20807.0,-13.269157509157505,9.056551724137925,25212.119565217406,-6.641245551601424,214270.6240875913,58.35,24.53,-22.755206896551712,-1.0790851851851853,2.1204758620689654,13.6,-4.736379928315413,1.8049454545454608,18.3,No,0,0
West,Rural,15398.0,-0.13915750915750635,-2.543448275862076,-9127.880434782594,-1.5812455516014232,-20847.375912408694,76.19,5.66,24.604793103448287,-4.699085185185186,5.765475862068966,39.7,4.033620071684586,8.75494545454546,48.0,No,0,0
Northeast,Suburban,4623.0,-5.069157509157506,6.256551724137928,12054.119565217406,13.308754448398577,60762.624087591306,36.77,8.06,-16.065206896551715,0.07391481481481477,6.975475862068965,8.8,6.593620071684587,2.2349454545454606,41.2,No,0,0
West,Suburban,39468.0,7.607254351466182,-4.780555726247201,-27636.23020126384,-10.888014709307196,-214492.36628922657,38.68,24.85,22.667231850592287,0.8434332748176212,-1.2090401510281508,61.4,-1.7761925134789447,-11.152780822642747,26.2,Yes,0,0
South,Urban,46962.0,-0.4327456485338175,1.8194442737528007,13877.76979873616,-4.738014709307196,48802.63371077343,61.97,12.28,-37.112768149407714,-2.1825667251823786,-3.109040151028151,5.3,-5.676192513478944,-0.522780822642746,38.0,Yes,0,0
West,Suburban,8699.0,-3.522745648533821,-2.2805557262472007,24979.76979873616,1.5119852906928024,,45.69,15.07,14.677231850592278,3.3284332748176215,-6.276040151028151,4.1,-4.046192513478944,3.027219177357253,29.2,Yes,0,0
South,Suburban,10184.0,-9.212745648533819,4.419444273752802,4320.769798736161,-3.2580147093071954,162482.63371077343,69.82,6.46,-25.97276814940772,-1.4715667251823785,6.050959848971849,15.2,-3.2961925134789443,-1.852780822642746,32.4,Yes,0,0
South,Suburban,16319.0,4.5808424908424925,-2.343448275862073,-7816.8804347825935,-7.841245551601424,-78358.3759124087,43.25,17.77,8.434793103448285,0.9549148148148148,-1.0405241379310342,7.1,6.593620071684587,4.584945454545462,45.6,No,0,0
South,Suburban,16883.0,-5.959157509157507,0.8565517241379297,-4024.8804347825935,-2.1112455516014244,106129.6240875913,56.28,8.69,28.72479310344829,-2.0650851851851852,3.683475862068965,14.8,-4.216379928315413,6.044945454545459,12.8,No,0,0
South,Rural,21183.0,-1.1927456485338155,2.3194442737528007,53186.76979873616,27.221985290692807,277726.6337107734,52.41,2.0,30.157231850592282,-0.38456672518237855,-2.907040151028151,5.5,-6.876192513478944,0.8472191773572533,24.4,Yes,0,0
South,Suburban,54564.0,12.830842490842493,-5.243448275862072,-7439.8804347825935,-6.7312455516014245,-102.3759124086937,62.58,30.0,-15.925206896551714,-3.298085185185185,4.893475862068966,14.4,-6.846379928315413,6.084945454545462,28.3,No,0,0
South,Urban,11803.0,12.120842490842492,-7.943448275862075,33486.11956521741,6.938754448398576,188632.6240875913,45.2,8.97,-24.265206896551717,2.047914814814815,-1.8215241379310343,4.8,1.3936200716845875,13.154945454545462,31.3,No,0,0
West,Suburban,7640.0,-3.2691575091575054,3.2565517241379283,10217.119565217406,7.238754448398577,-67917.3759124087,65.89,11.74,-10.575206896551713,2.1099148148148146,-3.2965241379310344,0.8,-6.286379928315413,-0.7050545454545389,15.5,No,0,0
South,Suburban,5087.0,6.537254351466181,-5.280555726247201,-19378.23020126384,-8.918014709307196,-135610.36628922657,43.41,1.46,28.22723185059229,1.7604332748176215,-1.3090401510281513,36.5,-4.8261925134789445,-11.152780822642747,37.2,Yes,0,0
South,Suburban,8009.0,-9.729157509157506,4.456551724137924,-26443.880434782594,-10.791245551601424,-202397.3759124087,57.08,8.5,33.794793103448285,-1.3790851851851853,-1.3165241379310344,32.2,6.593620071684587,-7.21505454545454,16.5,No,0,0
Northeast,Suburban,13053.0,-4.952745648533821,4.5194442737527964,-5685.230201263839,-3.728014709307196,3901.633710773429,46.01,3.1,-3.5327681494077154,,1.1059598489718487,53.0,2.3038074865210554,-7.502780822642746,15.5,Yes,1,0
West,Suburban,46919.0,-2.9691575091575046,-0.24344827586207174,3377.1195652174065,0.6387544483985756,3904.6240875913063,77.37,9.59,-4.365206896551712,1.7889148148148146,0.12447586206896588,18.9,0.1936200716845864,3.6549454545454623,25.5,No,0,0
Midwest,Suburban,9299.0,-11.449157509157505,6.956551724137924,65502.11956521741,28.648754448398574,483602.6240875913,67.95,17.4,-6.245206896551714,1.5459148148148147,2.161475862068966,17.2,-3.7763799283154134,20.104945454545458,47.0,No,0,0
South,Suburban,15625.0,7.200842490842497,-0.7434482758620717,-18003.880434782594,-10.791245551601424,-147467.3759124087,52.45,9.84,7.354793103448287,,-0.5945241379310344,12.3,6.593620071684587,5.954945454545459,53.4,No,1,0
South,Urban,13207.0,9.620842490842492,-4.943448275862075,91149.1195652174,36.71875444839857,239741.6240875913,84.77,15.36,-10.895206896551713,-4.123085185185185,-1.7165241379310343,2.0,6.593620071684587,,32.9,No,0,0
South,Urban,30695.0,3.967254351466181,3.119444273752798,,-2.5380147093071965,-42384.36628922657,49.37,9.82,-42.242768149407716,-0.26456672518237867,-2.434040151028151,3.1,-0.22619251347894398,18.60721917735725,25.6,Yes,0,1
South,Urban,78343.0,4.280842490842495,-4.64344827586207,11347.119565217406,-4.941245551601424,202224.6240875913,59.01,16.0,1.9447931034482835,0.3559148148148148,6.413475862068966,5.1,-4.836379928315413,9.05494545454546,29.6,No,0,0
South,Suburban,9213.0,4.010842490842492,-2.343448275862073,-12699.880434782594,-10.791245551601424,-10422.375912408694,47.7,21.67,19.38479310344829,-0.4720851851851852,0.954475862068966,33.1,6.593620071684587,1.2349454545454606,,No,0,0
South,Suburban,9484.0,9.407254351466179,-3.380555726247202,-2792.2302012638393,13.131985290692803,-46842.36628922657,43.56,1.87,0.28723185059228484,0.5694332748176216,-6.634040151028151,2.8,-4.956192513478944,15.927219177357252,42.7,Yes,0,0
South,Suburban,27747.0,-0.9891575091575078,2.156551724137927,14176.119565217406,3.5187544483985747,79905.6240875913,38.37,10.3,11.91479310344829,0.5709148148148149,-1.2825241379310341,38.4,-1.546379928315413,3.9849454545454606,15.8,No,0,0
South,Rural,21532.0,8.267254351466185,0.9194442737528021,17087.76979873616,11.361985290692804,-89816.36628922657,85.41,7.11,21.94723185059229,-3.5965667251823783,-0.3920401510281506,11.1,,12.067219177357252,,Yes,0,0
West,Urban,48664.0,-0.9491575091575015,3.456551724137924,-20195.880434782594,-10.791245551601424,2731.6240875913063,62.08,12.0,6.2047931034482815,-3.202085185185185,5.814475862068965,18.9,6.593620071684587,-6.08505454545454,13.7,No,0,0
South,Suburban,20105.0,-2.1427456485338183,1.4194442737528021,35217.76979873616,30.6419852906928,249330.63371077343,48.8,5.14,12.47723185059229,-3.2165667251823784,2.4029598489718493,1.8,,14.667219177357254,23.2,Yes,0,0
West,Suburban,10388.0,-9.052745648533818,1.9194442737528021,-1446.2302012638393,5.231985290692805,-84873.36628922657,54.27,11.72,14.187231850592283,3.827433274817621,-3.448040151028151,4.7,-4.746192513478944,8.707219177357253,28.0,Yes,0,0
West,Urban,20200.0,-1.9391575091575035,-4.843448275862073,18357.119565217406,4.068754448398575,125903.6240875913,58.83,7.33,-14.775206896551715,2.1069148148148145,7.533475862068967,47.7,-6.616379928315413,12.444945454545461,32.1,No,0,0
Midwest,Urban,29030.0,6.730842490842498,-5.943448275862075,-4433.8804347825935,-3.461245551601424,-124840.3759124087,77.91,10.9,-20.47520689655171,1.0379148148148147,0.18547586206896582,4.6,5.403620071684587,-8.26505454545454,28.0,No,0,0
South,Urban,23726.0,-7.699157509157505,7.656551724137927,-19275.880434782594,0.2287544483985755,5153.624087591306,37.52,11.56,-1.7352068965517162,0.29791481481481474,4.017475862068967,5.3,-4.546379928315414,-8.26505454545454,29.8,No,0,0
Midwest,Urban,19055.0,2.7872543514661814,-6.280555726247201,-9422.23020126384,1.0019852906928044,-151099.36628922657,49.28,4.25,-34.102768149407716,-1.4535667251823785,-4.148040151028151,3.3,-6.876192513478944,6.817219177357252,28.4,Yes,0,0
